,title,price,rating,num_ratings,url
488,A Fully Automated Script to Email Google Sheets Data as PDF Attachments,150.0,5.0,22,https://www.upwork.com/services/product/a-fully-automated-script-to-email-google-sheets-data-as-pdf-attachments-1319492504987430912
489,"B2B Lead Generation, List Building, Data Mining, targeted Lead Generation",25.0,4.9,34,https://www.upwork.com/services/product/lead-generation-verified-emails-email-list-building-and-real-estate-leads-1346802599563423744
490,Database data to fillable PDF or normal PDF export,100.0,4.9,49,https://www.upwork.com/services/product/development-it-database-data-to-fillable-pdf-or-normal-pdf-export-1397468421241737216
491,Create DEM from lidar scan data,45.0,5.0,29,https://www.upwork.com/services/product/create-dem-from-lidar-scan-data-1554440568695689216
492,List of Data Scraped as you Requested in Desired Format,75.0,5.0,11,https://www.upwork.com/services/product/development-it-list-of-data-scraped-as-you-requested-in-desired-format-1507071486986973184
493,Statistical Analysis on Data,50.0,4.2,8,https://www.upwork.com/services/product/statistical-analysis-on-data-1550760901689851904
494,Data prediction task for textual data,300.0,4.9,92,https://www.upwork.com/services/product/data-prediction-task-for-textual-data-1363210939384320000
495,Business and financial data analysis,100.0,5.0,8,https://www.upwork.com/services/product/business-and-financial-data-analysis-1508874298906480640
496,A Professional Brochure Design,45.0,4.9,472,https://www.upwork.com/services/product/a-professional-brochure-design-1550600068177371136
497,"Lead Generation, Email List Building, Market Research",25.0,4.8,197,https://www.upwork.com/services/product/marketing-lead-generation-email-list-building-market-research-1369881839352762368
498,"B2b Lead Generation, Data Entry & Web Research Specialist",25.0,5.0,26,https://www.upwork.com/services/product/b2b-lead-generation-data-entry-web-research-1320919499468918784
499,A stunning data visualization for your analysis,100.0,5.0,10,https://www.upwork.com/services/product/a-stunning-data-visualization-for-your-analysis-1557388538155999232
500,"Website scraping, data extraction, data mining and crawling results",100.0,5.0,12,https://www.upwork.com/services/product/website-scraping-data-extraction-data-mining-and-crawling-results-1509518041018478592
501,"Web scraping, data extraction and web automation service",30.0,4.9,29,https://www.upwork.com/services/product/web-scraping-data-extraction-and-web-automation-service-1353423186029555712
502,All real estate properties data in one file,100.0,5.0,18,https://www.upwork.com/services/product/all-real-estate-properties-data-in-one-file-1410886461038481408
503,Web scraping data mining from almost any website,50.0,5.0,16,https://www.upwork.com/services/product/web-scraping-data-mining-from-almost-any-website-1395761539896610816
504,"Expert Data Visualizations in Matplotlib, Plotly, Bokeh, Seaborn",100.0,5.0,18,https://www.upwork.com/services/product/expert-data-visualizations-and-insights-1317595799136358400
505,Your excel map data on a heat map,100.0,5.0,14,https://www.upwork.com/services/product/i-will-visualize-your-excel-map-data-on-a-heat-map-1316329280132812800
506,"Data entry specialist for fastest data entry, web researcher & typing jobs",15.0,4.9,28,https://www.upwork.com/services/product/a-virtual-assistant-for-data-entry-typing-copy-paste-and-web-research-1402138195368468480
507,Data extracted from your unstructed PDF Data.,100.0,4.9,4,https://www.upwork.com/services/product/data-extracted-from-your-unstructed-pdf-data-1492730628066197504
508,The best data entry service from me.,10.0,4.9,148,https://www.upwork.com/services/product/admin-customer-support-the-best-data-entry-service-from-me-1456000835345211392
509,"A merged, cleaned & shaped dataset from your various data sources",75.0,5.0,7,https://www.upwork.com/services/product/a-merged-cleaned-shaped-dataset-from-your-various-data-sources-1426955841535135744
510,"B2b lead generation (cold calling, email sends), and web research data.",50.0,5.0,114,https://www.upwork.com/services/product/b2b-lead-generation-cold-calling-email-sends-and-web-research-data-1328679201074286592
511,"Data Entry, Data Collection, and Online Research Service",10.0,5.0,78,https://www.upwork.com/services/product/a-virtual-assistant-for-data-entry-1349760878221475840
512,"Data Mining, Data Collection, Web Research, and Data Entry",10.0,4.6,62,https://www.upwork.com/services/product/data-mining-data-collection-web-research-and-data-entry-1334382480772784128
513,Flawless Internet Research & Data Entry Services,20.0,4.8,102,https://www.upwork.com/services/product/flawless-data-entry-lead-generation-product-listing-admin-support-task-1316794327605678080
514,"Data science, data mining, and visualization projects",30.0,4.5,17,https://www.upwork.com/services/product/data-science-data-mining-and-visualization-projects-1491145195937484800
515,Professional data entry services.,15.0,4.4,32,https://www.upwork.com/services/product/professional-data-entry-services-1569525901761921024
516,A professional Data Entry Service,20.0,5.0,110,https://www.upwork.com/services/product/a-professional-data-entry-service-1384377887416733696
517,The ultimate Stock Portfolio Tracker (in Excel with live data),200.0,5.0,60,https://www.upwork.com/services/product/consulting-hr-the-ultimate-stock-portfolio-tracker-in-excel-with-live-data-1485660416706445312
518,Web Scraping |Python Web Scraping|Data Extraction & Mining| Web Automation,56.0,5.0,9,https://www.upwork.com/services/product/web-scraping-website-scraping-script-information-extraction-1527004280019742720
519,Advanced google data studio dashboard reports,35.0,5.0,31,https://www.upwork.com/services/product/advanced-google-data-studio-dashboard-reports-1499001300350685184
520,Advance Market Research With Competition Analysis,80.0,4.3,204,https://www.upwork.com/services/product/marketing-advance-market-research-with-competition-analysis-1351099330124722176
521,"Your data extracted, processed and delivered in the format you want",50.0,5.0,3,https://www.upwork.com/services/product/your-data-extracted-processed-and-delivered-in-the-format-you-want-1405605277705474048
522,"Web Research, Data Collection and Data Entry Services",10.0,5.0,71,https://www.upwork.com/services/product/web-research-data-collection-and-data-entry-services-1414853508958662656
523,"Accurate data entry, web research, converting PDF to word and excel",20.0,4.7,144,https://www.upwork.com/services/product/admin-customer-support-accurate-data-entry-web-research-converting-pdf-to-word-and-excel-1591723231030870016
524,A data entry expert or web researcher for copy paste job typing,20.0,4.2,54,https://www.upwork.com/services/product/admin-customer-support-a-data-entry-expert-or-web-researcher-for-copy-paste-job-typing-1457572259859034112
525,A d3.js chart visualisation done from raw csv data or excel,60.0,4.5,11,https://www.upwork.com/services/product/a-d3-js-chart-visualisation-done-from-raw-csv-data-or-excel-1349771839158235136
526,The best data analysis and report.,50.0,5.0,11,https://www.upwork.com/services/product/development-it-the-best-data-analysis-and-report-1559368066387369984
527,A python application for data processing,100.0,5.0,8,https://www.upwork.com/services/product/a-python-application-for-data-processing-1469148481074589696
528,Data visualization and dashboard designing in excel,50.0,5.0,8,https://www.upwork.com/services/product/i-will-do-data-visualization-and-dashboard-designing-in-excel-1314413951105155072
529,A Data Science Consultation via Video Call,49.0,5.0,9,https://www.upwork.com/services/product/a-data-science-consultation-via-video-call-1384485092161835008
530,"Data Entry, Data Cleaning services Excel, Google sheets, Airtable, Zohoo",20.0,4.9,61,https://www.upwork.com/services/product/admin-customer-support-data-entry-web-research-typing-copy-paste-or-data-mining-va-1581018019036807168
531,3 hours data entry and web research,10.0,4.7,117,https://www.upwork.com/services/product/admin-customer-support-3-hours-data-entry-and-web-research-1362846729891147776
532,Machine learning + data analysis + visualization in Python,50.0,4.9,14,https://www.upwork.com/services/product/machine-learning-data-analysis-visualization-in-python-1341026889105260544
533,A data analysis using Python,100.0,4.9,8,https://www.upwork.com/services/product/a-data-analysis-using-python-1346104628832169984
534,"Wordpress data entry, blog post, article posting, content upload",15.0,4.9,37,https://www.upwork.com/services/product/wordpress-data-entry-blog-post-article-posting-content-upload-1481876264633794560
535,Your Data Analyzed and Visualized in Excel,49.0,4.8,7,https://www.upwork.com/services/product/your-data-analyzed-and-visualized-in-excel-1367629380929867776
536,Statistical analysis of your data in Python,99.0,4.8,9,https://www.upwork.com/services/product/statistical-analysis-of-your-data-in-python-1353036916566261760
537,"A consultation on how to analyse, model and derive insights from your data",100.0,5.0,9,https://www.upwork.com/services/product/a-consultation-on-how-to-analyse-model-and-derive-insights-from-your-data-1564948074168082432
538,A file where the names are accurately separated into first and last names.,65.0,5.0,44,https://www.upwork.com/services/product/a-file-where-the-names-are-accurately-separated-into-first-and-last-names-1349751644979318784
539,Web automation and web and data scraping services,75.0,4.5,10,https://www.upwork.com/services/product/web-automation-and-web-and-data-scraping-services-1553661856799109120
540,Elegant and interactive data visualizations with Python.,150.0,4.8,21,https://www.upwork.com/services/product/elegant-and-interactive-data-visualizations-with-python-1499045045196914688
541,PHP bugs fixing in Laravel Websites,100.0,4.9,409,https://www.upwork.com/services/product/development-it-php-bugs-fixing-in-laravel-websites-1476856820749746176
542,An HR & ATS compliant Data Analysis Resume and Cover Letter within 24 hours,50.0,4.7,56,https://www.upwork.com/services/product/writing-translation-an-hr-ats-compliant-data-analysis-resume-and-cover-letter-within-24-hours-1472531852366426112
543,"LinkedIn lead generation, Email list, Contact list and Data collection",25.0,2.4,34,https://www.upwork.com/services/product/email-list-email-list-building-list-building-email-lead-generation-1537043949943001088
544,"The Required Data extracted from Email Using Zapier (Landmodo, Land.com)",50.0,5.0,58,https://www.upwork.com/services/product/the-required-data-extracted-from-email-using-zapier-landmodo-land-com-1517563378608345088
545,Any type of data entry work from me,20.0,5.0,124,https://www.upwork.com/services/product/any-type-of-data-entry-work-from-me-1545062506624897024
546,All kind of Wine data entry services,20.0,4.9,121,https://www.upwork.com/services/product/all-kind-of-wine-data-entry-services-1428760294434807808
547,"Data scraping, web scraping in R",100.0,4.3,6,https://www.upwork.com/services/product/development-it-data-scraping-web-scraping-in-r-1597278663418208256
548,An Amazon Data Scrapper script.,250.0,4.9,37,https://www.upwork.com/services/product/an-amazon-data-scrapper-script-1493675304340373504
549,"100% Data Entry, Web Research Expert, Data Collection, 24h Services,Perfect",12.0,5.0,29,https://www.upwork.com/services/product/100-data-entry-web-research-expert-data-collection-24h-services-perfect-1478451522615697408
550,An Exploratory Data Analysis from your data with Python,50.0,4.7,4,https://www.upwork.com/services/product/an-exploratory-data-analysis-1471847408048025600
551,An Amazing Power-BI Report/Dashboard English/ Arabic,100.0,5.0,4,https://www.upwork.com/services/product/amazing-dashboard-report-using-power-bi-1463220532446232576
552,"Data Mining, Data Collection, Data Entry",10.0,3.0,91,https://www.upwork.com/services/product/a-data-mining-data-collection-data-entry-1383849855165747200
553,An Excel Data Clean-Up without errors,10.0,5.0,131,https://www.upwork.com/services/product/an-excel-data-clean-up-without-errors-1479426223104876544
554,"Web Scraping, Data Scraping, Data Extraction, Data Mining with clean data",100.0,5.0,2,https://www.upwork.com/services/product/development-it-web-scraping-data-scraping-data-extraction-data-mining-with-clean-data-1580910949230694400
555,Flawless data entry support,15.0,5.0,2,https://www.upwork.com/services/product/flawless-data-entry-support-1544602874527948800
556,"An Excel, Google Sheet Data Entry Services That Is Fast and Most Efficient.",10.0,5.0,76,https://www.upwork.com/services/product/admin-customer-support-an-excel-google-sheet-data-entry-services-that-is-fast-and-most-efficient-1484870076884340736
557,Data from Static and Dynamic Websites | Web Scraping | Data Extraction,49.0,5.0,10,https://www.upwork.com/services/product/development-it-data-from-static-and-dynamic-websites-web-scraping-data-extraction-1572419235819499520
558,"A Data entry, Lead Generation, Data Mining and Data Collection",15.0,4.9,25,https://www.upwork.com/services/product/business-and-personal-email-list-1401105168892755968
559,"Converted PDF to word, excel, PDF form, data entry, and typing",10.0,5.0,48,https://www.upwork.com/services/product/admin-customer-support-convert-pdf-to-word-excel-pdf-form-data-entry-typing-1594297417230315520
560,A professional virtual assistant,100.0,4.5,49,https://www.upwork.com/services/product/a-professional-virtual-assistant-1359769689202806784
561,An informative and analytical data visualization,50.0,5.0,12,https://www.upwork.com/services/product/an-informative-and-analytical-data-visualization-1413257171959951360
562,"Google data studio dashboard, data visualization, docs, forms, sheets",50.0,4.7,6,https://www.upwork.com/services/product/development-it-google-data-studio-dashboard-data-visualization-docs-forms-sheets-1557852201726697472
563,Your data transfer from another platform to shopify,250.0,5.0,36,https://www.upwork.com/services/product/development-it-your-data-transfer-from-another-platform-to-shopify-1576403228145614848
564,Completed leads with required data points,25.0,5.0,31,https://www.upwork.com/services/product/1000-completed-leads-with-required-data-points-1328346866122461184
565,Perfect Statistical Data Analysis,50.0,5.0,9,https://www.upwork.com/services/product/perfect-statistical-data-analysis-1554626376806481920
566,"Google maps GMB data very fast, scraping b2b leads, emails, socials & more",100.0,5.0,11,https://www.upwork.com/services/product/google-maps-gmb-data-very-fast-scraping-b2b-leads-emails-socials-more-1479786125681778688
567,Crawler data of website,50.0,4.5,13,https://www.upwork.com/services/product/crawler-data-of-website-1540916699771809792
568,"Top virtual assistance for lead generation,Data entry and any admin support",15.0,5.0,29,https://www.upwork.com/services/product/top-virtual-assistance-for-lead-generation-data-entry-and-any-admin-support-1333454049014665216
569,A complete solution for getting structured data daily from website,40.0,4.7,29,https://www.upwork.com/services/product/a-complete-solution-for-getting-structured-data-daily-from-website-1471455825310781440
570,Quality data analysis and visualization of any type of data.,100.0,4.9,7,https://www.upwork.com/services/product/quality-data-analysis-and-visualization-of-any-type-of-data-1463043928705519616
571,"Scraper, crawler and scraping script in python",60.0,5.0,43,https://www.upwork.com/services/product/i-will-create-web-scraper-crawler-and-scraping-script-in-python-1314977817600532480
572,"Expert Virtual Assistant, Admin Support, Data Entry and Web Research Work",15.0,4.8,45,https://www.upwork.com/services/product/admin-customer-support-expert-virtual-assistant-admin-support-data-entry-and-web-research-work-1576277483716456448
573,A detailed sales audit based on Pipedrive data.,450.0,5.0,29,https://www.upwork.com/services/product/a-detailed-sales-audit-based-on-pipedrive-data-1354378847061196800
574,Listed Your Company or Personal Profile On WikiData with Google Indexing,50.0,4.9,32,https://www.upwork.com/services/product/listed-your-company-personal-profile-on-wikidata-1543991822117871616
575,"A fantastic excel data entry, Web scraping, and analysis services",20.0,4.6,50,https://www.upwork.com/services/product/a-fantastic-excel-data-entry-web-scraping-and-analysis-services-1471011394444771328
576,5 screens android or iOS data driven app for your business.,300.0,5.0,63,https://www.upwork.com/services/product/5-screens-android-data-driven-app-for-your-business-1319480280897892352
577,Advanced data Visualization data analysis in power bi dashboards report,120.0,5.0,19,https://www.upwork.com/services/product/advanced-data-visualization-data-analysis-in-power-bi-dashboards-report-1393898626184458240
578,Interactive Google data studio dashboard for business intelligence,49.0,5.0,11,https://www.upwork.com/services/product/interactive-google-data-studio-dashboard-for-business-intelligence-1555243237164564480
579,"Website data scraped, cleaned, and delivered to you in your desired format!",50.0,4.9,11,https://www.upwork.com/services/product/development-it-website-data-scraped-cleaned-and-delivered-to-you-in-your-desired-format-1532700857269571584
580,Data science project with python and R studio,100.0,5.0,11,https://www.upwork.com/services/product/data-science-project-with-python-and-r-studio-1557668980059758592
581,"Product Listing / Product Upload / Data Entry on Etsy, Woocom & Shopify",50.0,4.9,13,https://www.upwork.com/services/product/product-listing-product-upload-data-entry-on-etsy-woocom-shopify-1537846456905351168
582,Web research and data entry Service,10.0,4.9,94,https://www.upwork.com/services/product/web-research-and-data-entry-service-1319492567528452096
583,"An amazing service of Data Entry, Web Research and Data Cleaning in Excel",25.0,4.6,412,https://www.upwork.com/services/product/10-hours-of-data-entry-1314515011079446528
584,A quality output which you are expecting,20.0,4.9,864,https://www.upwork.com/services/product/a-quality-output-which-you-are-expecting-1314616103212101632
585,Infographic Charts and Microsoft Excel dynamic dashboard,100.0,5.0,89,https://www.upwork.com/services/product/a-professional-excel-dashboard-and-charts-in-24-hours-1317051067347959808
586,"A data analysis with python, BI, ETL",99.0,4.4,6,https://www.upwork.com/services/product/development-it-a-data-analysis-with-etl-bi-python-1354837046145110016
587,"Data Scraping, Data Extraction, Web Scraping and Web Automation service",100.0,5.0,8,https://www.upwork.com/services/product/data-scraping-data-extraction-web-scraping-and-web-automation-service-1529886640456511488
588,An amazing dashboard for your business using Power BI,80.0,4.9,104,https://www.upwork.com/services/product/a-stunning-dashboard-using-power-bi-for-your-business-data-analysis-1461348290718392320
589,"A web scrape, data mining bot",60.0,5.0,5,https://www.upwork.com/services/product/a-web-scrape-data-mining-bot-1436020107195326464
590,A Unique & IMPRESSIVE Quality Article/Blog/Content,25.0,4.9,1821,https://www.upwork.com/services/product/writing-translation-a-unique-impressive-quality-article-blog-content-1358818795112275968
591,"A Creative, Custom and Impactful Infographic",69.0,4.9,1662,https://www.upwork.com/services/product/design-a-creative-custom-and-impactful-infographic-1428410627242446848
592,"A professional GIS map, cartographic topomap",75.0,5.0,79,https://www.upwork.com/services/product/a-professional-gis-maps-cartographic-topomaps-1466869684879060992
593,"100% accurate data entry, convert PDF to Word, Excel & Google sheet",20.0,4.8,128,https://www.upwork.com/services/product/100-accurate-data-entry-convert-pdf-to-word-excel-google-sheet-1467173873807241216
594,Data analysis using Python,100.0,4.9,5,https://www.upwork.com/services/product/data-analysis-using-python-1381897889826144256
595,Data visualization using google data studio,50.0,4.6,6,https://www.upwork.com/services/product/development-it-data-visualization-using-google-data-studio-1572637350828830720
596,Accurate data entry in a timely manner.,13.0,5.0,12,https://www.upwork.com/services/product/accurate-data-entry-in-a-timely-manner-1467679858296250368
597,"Data Analysis, Graphical Visualization in Excel and Google Sheet",50.0,5.0,3,https://www.upwork.com/services/product/data-analysis-graphical-visualization-in-excel-and-google-sheet-1501441217754267648
598,All type of data entry and web research services✔✔,10.0,4.9,83,https://www.upwork.com/services/product/admin-customer-support-all-type-of-data-entry-and-web-research-services-1441668265663791104
599,Analyze and visualize your data on a custom power bi,50.0,5.0,9,https://www.upwork.com/services/product/analyze-and-visualize-your-data-on-a-custom-power-bi-1350905225782185984
600,Data entry on Amazon eBay Walmart Shopify Overstock Newegg Rakuten,50.0,4.7,34,https://www.upwork.com/services/product/data-entry-on-amazon-ebay-walmart-shopify-overstock-newegg-1364562082224848896
601,A professional and scientific statistical analysis for your data,125.0,4.7,24,https://www.upwork.com/services/product/a-professional-and-scientific-statistical-analysis-for-your-data-1324744040364056576
602,Data visualization reports by Excel or PPT,50.0,5.0,17,https://www.upwork.com/services/product/development-it-data-visualization-reports-by-excel-or-ppt-1596890492960399360
603,Cleaned data of website for your business,50.0,5.0,6,https://www.upwork.com/services/product/cleaned-data-of-website-for-your-business-1327532673377943552
604,Data Entry Specialist with accurate data,10.0,4.8,54,https://www.upwork.com/services/product/data-entry-specialist-with-accurate-data-1386381416794632192
605,Personalized and interactive eye-catching data visualization dashboard.,150.0,4.9,27,https://www.upwork.com/services/product/personalized-and-interactive-eye-catching-data-visualization-dashboard-1402519514303152128
606,Your Data Analysis tasks done in R,150.0,4.9,24,https://www.upwork.com/services/product/your-data-analysis-tasks-done-in-r-1517600612954902528
607,"Financial Planner, CFP, RFP, CFA Prospect List Building and Contact List.",25.0,5.0,368,https://www.upwork.com/services/product/200-wealth-manager-or-advisor-prospect-list-building-and-contact-list-1527045105339195392
608,Monthly Bookkeeping/Bank Reconciliation/Financial Reports,120.0,4.8,151,https://www.upwork.com/services/product/quickbooks-setup-monthly-bookkeeping-bank-reconciliation-financial-reports-1422804571023564800
609,"All type of Data Entry, Data Mining, Data Collection services",10.0,4.9,35,https://www.upwork.com/services/product/all-type-of-data-entry-data-mining-data-collection-services-1406157353116274688
610,The data you need from the web,100.0,4.9,8,https://www.upwork.com/services/product/the-data-you-need-from-the-web-1316850120000733184
611,"Web scraping, Data Mining, Data Scraping, Data Extraction services",300.0,4.6,36,https://www.upwork.com/services/product/development-it-web-scraping-data-mining-data-scraping-data-extraction-services-1564237690652332032
612,An automation through Google Apps Script,300.0,4.9,139,https://www.upwork.com/services/product/an-automation-through-google-apps-script-1549327349565444096
613,"Data entry, web research, data mining & scraping jobs",20.0,4.9,43,https://www.upwork.com/services/product/admin-customer-support-data-entry-web-research-data-mining-scraping-jobs-1391727634461487104
614,Data mining data extraction data scraping and python web scraping service,50.0,4.8,6,https://www.upwork.com/services/product/development-it-data-mining-data-extraction-data-scraping-and-python-web-scraping-service-1593706577927729152
615,"An interactive, updatable energy consumption dashboard with visualization.",50.0,5.0,121,https://www.upwork.com/services/product/development-it-an-interactive-updatable-energy-consumption-dashboard-with-visualization-1514313199590203392
616,"Perfect data entry, copy paste, formatting, mock data work",15.0,4.9,14,https://www.upwork.com/services/product/perfect-data-entry-copy-paste-formatting-mock-data-work-1539453419728097280
617,"Perfect data entry, web research and web scraping or data mining",15.0,5.0,69,https://www.upwork.com/services/product/perfect-data-entry-web-research-and-web-scraping-or-data-mining-1568764717718044672
618,"B2B Lead Generation, Contact List Building, Targeted Lead List, Data Mining",25.0,4.8,41,https://www.upwork.com/services/product/b2b-lead-generation-contact-list-building-targeted-lead-list-data-mining-1506903017146363904
619,"A fantastic web researcher, virtual assistant and Highly work delivery",30.0,4.9,165,https://www.upwork.com/services/product/a-fantastic-web-researcher-virtual-assistant-1389609175021015040
620,Professional data entry & web research work with 100% Accuracy,20.0,4.3,122,https://www.upwork.com/services/product/professional-data-entry-web-research-work-with-100-accuracy-1446584017028513792
621,20 pages of typing/copy paste/PDF conversion/ Data Entry within 10 hours,15.0,5.0,43,https://www.upwork.com/services/product/20-pages-of-typing-copy-paste-pdf-conversion-data-entry-within-10-hours-1531182689308434432
622,"Virtual Assistant for web research, email finding, data entry, web scraping",56.0,4.8,99,https://www.upwork.com/services/product/virtual-assistant-for-web-research-email-finding-data-entry-web-scraping-1338507856267337728
623,"Data entry, web scraping, typing, copy paste, web research",12.0,5.0,35,https://www.upwork.com/services/product/admin-customer-support-data-entry-web-scraping-typing-copy-paste-web-research-1598415089227501568
624,AI based solutions for computer vision and data analysis tasks.,100.0,5.0,8,https://www.upwork.com/services/product/an-ai-based-solution-for-computer-vision-nlp-and-data-analysis-tasks-1314578568440614912
625,Scraped data using python,25.0,4.8,97,https://www.upwork.com/services/product/scraped-data-using-python-1374734026189205504
626,Data entry into spreadsheet,10.0,4.9,50,https://www.upwork.com/services/product/data-entry-into-spreadsheet-1310899235805958144
627,In-depth market research with visualizations,150.0,4.8,248,https://www.upwork.com/services/product/in-depth-market-research-with-visualizations-1408664684919050240
628,A research report completed for topic you will assign.,25.0,4.9,287,https://www.upwork.com/services/product/admin-customer-support-a-research-report-completed-for-topic-you-will-assign-1314589093458362368
629,"Data Entry Services, PDF Conversion",10.0,4.9,84,https://www.upwork.com/services/product/admin-customer-support-data-entry-services-pdf-conversion-1314808141743529984
630,"Lead generation, data mining, email list building & online support.",40.0,5.0,95,https://www.upwork.com/services/product/lead-generation-data-mining-email-list-building-online-support-1329704830114516992
631,A web scraped data from any source you want,60.0,5.0,6,https://www.upwork.com/services/product/a-web-scraped-data-from-any-source-you-want-1433384861068546048
632,A dynamic Looker / Google Data Studio dashboard,300.0,4.9,132,https://www.upwork.com/services/product/development-it-a-dynamic-google-datastudio-dashboard-for-your-reporting-needs-1315457641386459136
633,"Your website built with PHP/Wordpress, as per your Business Requirement.",99.0,4.9,364,https://www.upwork.com/services/product/development-it-your-website-built-with-php-wordpress-as-per-your-business-requirement-1360911692716584960
634,"99% Data Accuracy, Fast Delivery And 100% valid leads.",25.0,4.9,26,https://www.upwork.com/services/product/99-data-accuracy-fast-delivery-and-100-valid-leads-1563985929698652160
635,Data analyzed & visualized,30.0,5.0,13,https://www.upwork.com/services/product/data-analyzed-visualized-1437258524920971264
636,"Data Extraction, Web Scraping, and Web Automation Service",99.0,5.0,6,https://www.upwork.com/services/product/development-it-data-extraction-web-scraping-and-web-automation-service-1583509035434541056
637,"Linkedin URL ,Email, Company Information and Job Title (Data Enrichment)",30.0,5.0,33,https://www.upwork.com/services/product/marketing-linkedin-url-email-company-information-and-job-title-data-enrichment-1555562333350195200
638,Schema Markup (aka Structure data) Implementation on your website,150.0,4.9,434,https://www.upwork.com/services/product/schema-markup-aka-structure-data-implementation-on-your-website-1395753303384764416
639,"Scraped data into excel, csv, json or mysql",30.0,4.9,33,https://www.upwork.com/services/product/development-it-scraped-data-into-excel-csv-json-or-mysql-1328774164117110784
640,"A modern, interactive data analysis and visualization in Excel & GSheets.",50.0,4.8,9,https://www.upwork.com/services/product/a-modern-interactive-data-analysis-and-visualization-in-excel-gsheets-1533168842753290240
641,An expert level data entry service.,10.0,4.9,93,https://www.upwork.com/services/product/admin-customer-support-an-expert-level-data-entry-service-1338934394373824512
642,"Web Research, Data Mining & B2B Lead Generation for Potential Sales",35.0,4.8,135,https://www.upwork.com/services/product/marketing-web-research-data-mining-b2b-lead-generation-for-potential-sales-1331641012809060352
643,The very best data entry services for your company/business/organization.,15.0,2.9,70,https://www.upwork.com/services/product/the-very-best-data-entry-services-for-your-company-business-organization-1328016969859514368
644,Deep insights and actionable about your data,100.0,5.0,7,https://www.upwork.com/services/product/deep-insights-and-actionable-about-your-data-1397800969197096960
645,"Professional Video Editing, Video Production & Motion Graphics Animations",28.0,4.8,394,https://www.upwork.com/services/product/video-audio-professional-video-editing-video-production-motion-graphics-animations-1395729609743937536
646,"Wordpress data entry for Blog Posting, Article Posting, Product Listing",70.0,5.0,98,https://www.upwork.com/services/product/wordpress-data-entry-for-blog-posting-article-posting-product-listing-1477889000456187904
647,Your website's data recovered & free from malware with support for 3 months,150.0,4.9,117,https://www.upwork.com/services/product/your-website-data-recovered-free-from-malware-with-support-for-3-months-1356839967702839296
648,Get your theme installed with demo data (Themeforest/template monster,50.0,5.0,543,https://www.upwork.com/services/product/get-your-theme-installed-with-demo-data-themeforest-template-monster-1339256569589878784
649,"Professional Video Editing, Video Production & Motion Graphics Animations",28.0,4.8,394,https://www.upwork.com/services/product/video-audio-professional-video-editing-video-production-motion-graphics-animations-1395729609743937536
650,"Accurate data entry, manual typing, convert PDF to Word and Excel",20.0,4.6,114,https://www.upwork.com/services/product/admin-customer-support-accurate-data-entry-manual-typing-convert-pdf-to-word-and-excel-1580567213737099264
651,A data entry form / User form / Validation form based on VBA coding,100.0,5.0,11,https://www.upwork.com/services/product/a-data-entry-form-user-form-validation-form-based-on-vba-coding-1340940444959080448
652,Any urgent Data Entry service on Time,19.0,4.8,105,https://www.upwork.com/services/product/track-record-of-data-entry-without-errors-1310937966873120768
653,A fantastic lead generation service with great data entry and web research.,30.0,4.9,43,https://www.upwork.com/services/product/a-fantastic-delivery-that-drives-impact-an-expert-on-lead-generation-1314849394258485248
654,Your Emails and Data Migrated from your current hosting to Microsoft 365,150.0,5.0,38,https://www.upwork.com/services/product/your-emails-and-data-migrated-from-your-current-hosting-to-microsoft-365-1526569681948160000
655,Data Science | AI | Deep Learning | Machine Learning | Python Solutions,75.0,2.4,5,https://www.upwork.com/services/product/data-science-ai-deep-learning-machine-learning-solutions-with-python-1524639329756467200
656,Grafana connected with any datasource you want anddashboards over that data,50.0,5.0,10,https://www.upwork.com/services/product/grafana-connected-with-any-datasource-you-want-anddashboards-over-that-data-1554365048206905344
657,"Original, Clean, Analyzed and Presentable Data at Speedy Delivery",15.0,4.3,45,https://www.upwork.com/services/product/admin-customer-support-original-clean-analyzed-and-presentable-data-at-speedy-delivery-1402103489988378624
658,"An impactful data visualization in Excel, Data Studio, PowerBI and Others",60.0,5.0,5,https://www.upwork.com/services/product/development-it-an-impactful-data-visualization-in-excel-data-studio-powerbi-others-1580696845492830208
659,"Virtual Assistant for Real Estate Data Entry & Lead Generation, Data Mining",30.0,4.9,8,https://www.upwork.com/services/product/virtual-assistant-for-real-estate-data-entry-lead-generation-data-mining-1495087427873828864
660,A simple google app script,100.0,5.0,159,https://www.upwork.com/services/product/a-simple-google-app-script-1311012067289567232
661,Count data regression models with Poisson/Negative Binomial in STATA,50.0,5.0,11,https://www.upwork.com/services/product/count-data-regression-models-with-poisson-negative-binomial-in-stata-1554221354047246336
662,"All solutions of Google Spreadsheet and Excel. Formula, PDF to Excel, etc",100.0,5.0,60,https://www.upwork.com/services/product/all-solutions-of-google-spreadsheet-and-excel-1316730175770931200
663,A Quality Assurance Data Entry Service,10.0,5.0,75,https://www.upwork.com/services/product/a-quality-assurance-data-entry-service-1487506578400665600
664,"Web scraping, data mining script for any website",30.0,4.8,29,https://www.upwork.com/services/product/web-scraping-data-mining-script-for-any-website-1322262914352062464
665,"Data entry, data mining, web research, typing, copy paste",15.0,5.0,25,https://www.upwork.com/services/product/data-entry-data-mining-web-research-typing-copy-paste-1422594122279247872
